Customer_ID,Age,Gender,Income_Level,Education_Level,Marital_Status,Credit_Score,Monthly_Expenditure,Payment_Default,Card_Type,Transaction_Frequency,Online_Purchase_Ratio,Spending_Category,Transaction_Amount,Monthly_Income,Monthly_Income_INR,Monthly_Expenditure_INR,Transaction_Amount_INR,City_or_State
CUST0000558,59,Male,Medium,Master's,Single,346,2222.07,No,Standard,6,0.38,Healthcare,370.34,5757.04,477834.32,184431.81,30738.22,Uttar Pradesh
CUST0000559,23,Female,Medium,Bachelor's,Married,364,3544.53,No,Gold,5,0.69,Electronics,708.91,6878.38,570905.54,294195.99,58839.53,Kolkata
CUST0000560,32,Female,Medium,Master's,Divorced,774,995.05,Yes,Standard,27,0.85,Electronics,36.85,5981.54,496467.82,82589.15,3058.55,Kolkata
CUST0000561,71,Male,High,PhD,Married,445,3088.36,Yes,Gold,29,0.17,Entertainment,106.5,12372.13,1026886.79,256333.88,8839.5,Hyderabad
CUST0000562,60,Female,Medium,Bachelor's,Married,681,3657.92,No,Gold,22,0.34,Entertainment,166.27,5402.44,448402.52,303607.36,13800.41,Bangalore
CUST0000563,77,Female,High,Master's,Single,365,1640.94,No,Platinum,48,0.47,Dining,34.19,12193.21,1012036.43,136198.02,2837.77,Mumbai
CUST0000564,54,Male,High,Master's,Single,816,4161.6,No,Standard,11,0.5,Utilities,378.33,14722.7,1221984.1,345412.8,31401.39,Bangalore
CUST0000565,50,Female,Medium,Bachelor's,Married,392,3056.75,No,Gold,7,0.53,Education,436.68,5417.58,449659.14,253710.25,36244.44,Rajasthan
CUST0000566,25,Female,Low,Bachelor's,Single,725,2006.7,Yes,Standard,33,0.34,Healthcare,60.81,1260.7,104638.1,166556.1,5047.23,Jaipur
CUST0000567,70,Male,Low,High School,Single,767,2832.45,No,Gold,14,0.63,Utilities,202.32,1641.02,136204.66,235093.35,16792.56,Tamil Nadu
CUST0000568,77,Male,High,Bachelor's,Married,393,2926.13,Yes,Gold,47,0.62,Travel,62.26,10190.32,845796.56,242868.79,5167.58,Rajasthan
CUST0000569,61,Male,Low,Bachelor's,Single,432,911.12,No,Gold,9,0.56,Healthcare,101.24,2243.68,186225.44,75622.96,8402.92,Rajasthan
CUST0000570,61,Female,High,High School,Divorced,733,2073.39,No,Platinum,38,0.19,Electronics,54.56,10048.13,833994.79,172091.37,4528.48,West Bengal
CUST0000571,22,Male,Medium,High School,Married,640,1782.81,No,Platinum,12,0.48,Electronics,148.57,5559.69,461454.27,147973.23,12331.31,Uttar Pradesh
CUST0000572,56,Female,Medium,High School,Married,613,2064.42,No,Standard,18,0.38,Travel,114.69,4334.52,359765.16,171346.86,9519.27,Ahmedabad
CUST0000573,21,Female,High,Master's,Married,511,3829.44,No,Standard,44,0.49,Education,87.03,8182.9,679180.7,317843.52,7223.49,Uttar Pradesh
CUST0000574,23,Male,Medium,PhD,Married,819,2464.44,No,Gold,10,0.84,Dining,246.44,4085.68,339111.44,204548.52,20454.52,Jaipur
CUST0000575,62,Female,Medium,PhD,Married,458,4707.55,No,Standard,5,0.48,Entertainment,941.51,5519.75,458139.25,390726.65,78145.33,Jaipur
CUST0000576,49,Male,Medium,Bachelor's,Married,567,1539.01,No,Standard,37,0.11,Electronics,41.59,3099.3,257241.9,127737.83,3451.97,Bangalore
CUST0000577,69,Female,Medium,Master's,Single,773,2136.95,No,Gold,44,0.45,Education,48.57,5514.7,457720.1,177366.85,4031.31,Pune
CUST0000578,47,Female,Medium,Master's,Married,709,3956.09,No,Standard,15,0.76,Online Shopping,263.74,6806.48,564937.84,328355.47,21890.42,Punjab
CUST0000579,64,Male,Low,Bachelor's,Married,773,2775.52,No,Standard,28,0.72,Healthcare,99.13,1136.99,94370.17,230368.16,8227.79,Madhya Pradesh
CUST0000580,52,Male,High,Bachelor's,Married,655,2780.44,No,Platinum,14,0.51,Dining,198.6,8970.56,744556.48,230776.52,16483.8,Delhi
CUST0000581,72,Male,High,High School,Single,492,361.37,No,Standard,48,0.3,Utilities,7.53,9725.04,807178.32,29993.71,624.99,Mumbai
CUST0000582,57,Male,Medium,Master's,Married,570,2053.14,Yes,Standard,27,0.47,Education,76.04,5831.69,484030.27,170410.62,6311.32,Maharashtra
CUST0000583,69,Male,Medium,Bachelor's,Single,413,1426.6,No,Standard,20,0.55,Dining,71.33,5800.19,481415.77,118407.8,5920.39,Uttar Pradesh
CUST0000584,33,Male,Medium,Bachelor's,Divorced,822,4996.74,No,Platinum,41,0.9,Education,121.87,3739.77,310400.91,414729.42,10115.21,Maharashtra
CUST0000585,30,Other,Medium,Bachelor's,Divorced,354,1610.94,No,Platinum,20,0.62,Online Shopping,80.55,5388.91,447279.53,133708.02,6685.65,Lucknow
CUST0000586,67,Male,High,Bachelor's,Single,364,4434.03,No,Gold,48,0.66,Groceries,92.38,9372.23,777895.09,368024.49,7667.54,Jaipur
CUST0000587,77,Male,Low,Bachelor's,Married,571,3413.55,No,Standard,35,0.49,Travel,97.53,1835.48,152344.84,283324.65,8094.99,Madhya Pradesh
CUST0000588,59,Female,Low,Bachelor's,Single,801,1770.49,Yes,Platinum,10,0.38,Groceries,177.05,2064.77,171375.91,146950.67,14695.15,Hyderabad
CUST0000589,47,Male,Medium,High School,Married,661,2763.32,No,Gold,34,0.75,Dining,81.27,5698.05,472938.15,229355.56,6745.41,Ahmedabad
CUST0000590,36,Other,Medium,Master's,Single,445,4218.63,No,Platinum,41,0.5,Groceries,102.89,4030.8,334556.4,350146.29,8539.87,Hyderabad
CUST0000591,34,Female,Medium,Bachelor's,Married,508,4428.5,No,Gold,5,0.9,Education,885.7,6674.66,553996.78,367565.5,73513.1,Uttar Pradesh
CUST0000592,73,Female,Medium,Bachelor's,Single,585,885.93,No,Standard,46,0.47,Education,19.26,5254.48,436121.84,73532.19,1598.58,Ahmedabad
CUST0000593,36,Male,Medium,Bachelor's,Single,309,1763.91,No,Standard,29,0.15,Groceries,60.82,4421.82,367011.06,146404.53,5048.06,Pune
CUST0000594,45,Male,Medium,Bachelor's,Married,485,1742.59,No,Standard,25,0.65,Travel,69.7,3658.27,303636.41,144634.97,5785.1,West Bengal
CUST0000595,75,Male,Low,Bachelor's,Single,763,306.02,No,Standard,39,0.14,Travel,7.85,2269.89,188400.87,25399.66,651.55,Ahmedabad
CUST0000596,72,Female,Medium,Bachelor's,Married,433,3031.37,No,Gold,42,0.3,Online Shopping,72.18,5920.72,491419.76,251603.71,5990.94,Pune
CUST0000597,43,Male,Low,Master's,Single,470,4288.62,No,Platinum,9,0.38,Education,476.51,2441.43,202638.69,355955.46,39550.33,Chennai
CUST0000598,54,Male,Low,Master's,Married,512,1969.71,No,Gold,16,0.69,Dining,123.11,2876.77,238771.91,163485.93,10218.13,Madhya Pradesh
CUST0000599,43,Other,Medium,Master's,Married,829,3726.18,Yes,Standard,9,0.5,Healthcare,414.02,6167.25,511881.75,309272.94,34363.66,Rajasthan
CUST0000600,70,Male,Low,High School,Married,801,3175.73,No,Standard,13,0.12,Travel,244.29,2637.75,218933.25,263585.59,20276.07,Lucknow
CUST0000601,79,Male,Low,Bachelor's,Married,326,1940.68,No,Standard,48,0.59,Other,40.43,2309.7,191705.1,161076.44,3355.69,Gujarat
CUST0000602,40,Male,Low,Master's,Divorced,367,791.19,No,Standard,13,0.43,Travel,60.86,1560.37,129510.71,65668.77,5051.38,Ahmedabad
CUST0000603,26,Other,High,Bachelor's,Single,707,3575.69,No,Standard,39,0.84,Online Shopping,91.68,12703.84,1054418.72,296782.27,7609.44,Kolkata
CUST0000604,29,Male,High,High School,Single,408,4287.37,No,Gold,5,0.5,Healthcare,857.47,12228.95,1015002.85,355851.71,71170.01,Gujarat
CUST0000605,70,Female,Medium,Bachelor's,Married,373,3460.69,No,Standard,14,0.67,Entertainment,247.19,5741.03,476505.49,287237.27,20516.77,Uttar Pradesh
CUST0000606,18,Female,High,High School,Married,561,187.6,No,Platinum,43,0.28,Other,4.36,7329.58,608355.14,15570.8,361.88,Hyderabad
CUST0000607,75,Male,Medium,High School,Divorced,667,1159.54,No,Standard,40,0.71,Travel,28.99,3611.64,299766.12,96241.82,2406.17,Delhi
CUST0000608,75,Female,Medium,PhD,Single,536,440.45,No,Platinum,41,0.68,Groceries,10.74,6073.84,504128.72,36557.35,891.42,West Bengal
CUST0000609,18,Male,Low,Bachelor's,Single,665,2894.89,No,Gold,39,0.82,Education,74.23,2615.92,217121.36,240275.87,6161.09,Pune
CUST0000610,64,Male,Medium,Bachelor's,Single,585,3806.74,No,Standard,21,0.13,Other,181.27,3709.03,307849.49,315959.42,15045.41,Telangana
CUST0000611,51,Female,Medium,PhD,Married,677,641.84,No,Gold,17,0.46,Travel,37.76,6035.63,500957.29,53272.72,3134.08,West Bengal
CUST0000612,49,Female,Medium,PhD,Married,675,4207.86,No,Gold,10,0.64,Education,420.79,6660.77,552843.91,349252.38,34925.57,Lucknow
CUST0000613,79,Female,Medium,Bachelor's,Single,375,2821.99,No,Gold,41,0.18,Dining,68.83,6733.16,558852.28,234225.17,5712.89,West Bengal
CUST0000614,71,Female,Medium,Bachelor's,Married,308,3480.85,Yes,Gold,36,0.43,Healthcare,96.69,5385.74,447016.42,288910.55,8025.27,Lucknow
CUST0000615,65,Male,Medium,Master's,Married,495,4859.87,No,Standard,15,0.85,Electronics,323.99,4919.08,408283.64,403369.21,26891.17,Pune
CUST0000616,42,Male,High,Master's,Married,589,510.04,No,Gold,21,0.45,Online Shopping,24.29,13922.69,1155583.27,42333.32,2016.07,Lucknow
CUST0000617,57,Male,Medium,Bachelor's,Single,360,4516,No,Platinum,9,0.89,Entertainment,501.78,6171.37,512223.71,374828,41647.74,Uttar Pradesh
CUST0000618,62,Male,Medium,Master's,Married,688,717.9,No,Standard,10,0.15,Groceries,71.79,6781.35,562852.05,59585.7,5958.57,Bangalore
CUST0000619,70,Male,Medium,Bachelor's,Married,307,2025.5,No,Standard,14,0.67,Other,144.68,6557.95,544309.85,168116.5,12008.44,Hyderabad
CUST0000620,18,Male,Medium,Bachelor's,Married,668,4272.05,No,Platinum,37,0.56,Entertainment,115.46,6007.38,498612.54,354580.15,9583.18,Hyderabad
CUST0000621,33,Male,Medium,Bachelor's,Married,344,4540.65,No,Standard,34,0.5,Online Shopping,133.55,3019.27,250599.41,376873.95,11084.65,Hyderabad
CUST0000622,78,Male,Low,Bachelor's,Single,643,2581.22,No,Gold,25,0.88,Entertainment,103.25,1972.33,163703.39,214241.26,8569.75,Uttar Pradesh
CUST0000623,56,Female,Medium,Master's,Single,674,3011.11,No,Gold,46,0.2,Healthcare,65.46,4643.45,385406.35,249922.13,5433.18,Jaipur
CUST0000624,22,Female,Low,Bachelor's,Married,326,3569.92,No,Gold,21,0.82,Dining,170,1579.29,131081.07,296303.36,14110,Kolkata
CUST0000625,39,Male,Medium,High School,Single,492,4180.52,No,Standard,31,0.65,Groceries,134.86,3263.54,270873.82,346983.16,11193.38,Lucknow
CUST0000626,46,Female,Medium,Bachelor's,Married,656,695.4,No,Standard,7,0.31,Other,99.34,5125.36,425404.88,57718.2,8245.22,Hyderabad
CUST0000627,72,Female,Medium,Bachelor's,Married,361,4069.34,Yes,Standard,33,0.82,Healthcare,123.31,3545.4,294268.2,337755.22,10234.73,Maharashtra
CUST0000628,20,Male,Low,Bachelor's,Married,361,2458.25,No,Gold,6,0.44,Healthcare,409.71,1749.82,145235.06,204034.75,34005.93,Lucknow
CUST0000629,29,Female,Medium,Bachelor's,Single,721,2308.05,No,Gold,33,0.75,Education,69.94,6169.23,512046.09,191568.15,5805.02,Maharashtra
CUST0000630,43,Female,Low,Bachelor's,Single,850,2177.11,No,Gold,40,0.41,Dining,54.43,1415.36,117474.88,180700.13,4517.69,Rajasthan
CUST0000631,33,Female,High,Master's,Married,679,2595.14,No,Gold,38,0.78,Electronics,68.29,11398.03,946036.49,215396.62,5668.07,Rajasthan
CUST0000632,68,Male,High,High School,Single,576,4730.75,No,Standard,41,0.61,Dining,115.38,11317.92,939387.36,392652.25,9576.54,Mumbai
CUST0000633,54,Female,High,Bachelor's,Married,730,2786.2,No,Standard,46,0.21,Dining,60.57,9980.07,828345.81,231254.6,5027.31,Hyderabad
CUST0000634,39,Male,Medium,Master's,Married,414,4770.57,No,Platinum,5,0.62,Healthcare,954.11,4531.27,376095.41,395957.31,79191.13,West Bengal
CUST0000635,74,Female,Medium,Bachelor's,Married,420,983.42,No,Standard,30,0.25,Electronics,32.78,6827.52,566684.16,81623.86,2720.74,Ahmedabad
CUST0000636,46,Female,Low,Bachelor's,Married,824,3648.27,No,Standard,5,0.43,Travel,729.65,1469.3,121951.9,302806.41,60560.95,Tamil Nadu
CUST0000637,31,Female,Medium,PhD,Single,715,4079.97,No,Standard,8,0.24,Education,510,3252.39,269948.37,338637.51,42330,Uttar Pradesh
CUST0000638,45,Female,Medium,Bachelor's,Single,462,3427.73,No,Standard,43,0.12,Dining,79.71,4539.94,376815.02,284501.59,6615.93,Delhi
CUST0000639,22,Female,Medium,High School,Divorced,636,3073.92,No,Standard,18,0.27,Travel,170.77,4465.86,370666.38,255135.36,14173.91,Ahmedabad
CUST0000640,64,Male,High,Bachelor's,Divorced,678,2867.58,No,Platinum,22,0.53,Electronics,130.34,11652.07,967121.81,238009.14,10818.22,West Bengal
CUST0000641,66,Male,Low,High School,Married,623,4318.56,No,Platinum,38,0.49,Dining,113.65,1847.24,153320.92,358440.48,9432.95,Mumbai
CUST0000642,47,Female,High,PhD,Divorced,472,4126.07,No,Platinum,5,0.5,Groceries,825.21,12298.83,1020802.89,342463.81,68492.43,Maharashtra
CUST0000643,63,Male,Medium,High School,Married,363,699.21,Yes,Platinum,26,0.3,Travel,26.89,6025.18,500089.94,58034.43,2231.87,Telangana
CUST0000644,79,Male,Medium,Master's,Single,400,4258.08,No,Platinum,20,0.65,Travel,212.9,3144.53,260995.99,353420.64,17670.7,Pune
CUST0000645,69,Male,Low,Master's,Single,621,2128.94,Yes,Gold,26,0.66,Groceries,81.88,2367.54,196505.82,176702.02,6796.04,Uttar Pradesh
CUST0000646,22,Male,Low,High School,Divorced,365,1343.11,No,Standard,20,0.39,Travel,67.16,2559.16,212410.28,111478.13,5574.28,Tamil Nadu
CUST0000647,29,Female,Medium,Bachelor's,Single,757,4361.87,No,Gold,32,0.8,Entertainment,136.31,6582.63,546358.29,362035.21,11313.73,Lucknow
CUST0000648,33,Female,Medium,High School,Married,752,2216.92,No,Standard,32,0.62,Dining,69.28,4696.6,389817.8,184004.36,5750.24,Bangalore
CUST0000649,43,Female,Low,Bachelor's,Married,558,4060.99,No,Standard,26,0.67,Other,156.19,1861.51,154505.33,337062.17,12963.77,Maharashtra
CUST0000650,43,Female,Medium,High School,Married,725,1390.68,No,Standard,10,0.32,Travel,139.07,6357.46,527669.18,115426.44,11542.81,Ahmedabad
CUST0000651,65,Male,High,Master's,Married,477,119.25,No,Gold,29,0.1,Online Shopping,4.11,12727.35,1056370.05,9897.75,341.13,Uttar Pradesh
CUST0000652,38,Male,High,PhD,Single,579,2527.75,No,Standard,46,0.79,Utilities,54.95,8778.16,728587.28,209803.25,4560.85,Mumbai
CUST0000653,56,Female,High,High School,Single,643,591.12,No,Standard,6,0.76,Electronics,98.52,7076.93,587385.19,49062.96,8177.16,Telangana
CUST0000654,53,Male,Medium,High School,Married,316,3796.44,No,Standard,11,0.2,Online Shopping,345.13,5607.39,465413.37,315104.52,28645.79,Kolkata
CUST0000655,50,Female,Medium,Master's,Married,595,1452.77,No,Platinum,21,0.4,Groceries,69.18,3263.6,270878.8,120579.91,5741.94,Mumbai
CUST0000656,79,Female,Medium,Bachelor's,Married,501,2273.86,Yes,Gold,39,0.63,Dining,58.3,3402.37,282396.71,188730.38,4838.9,Karnataka
CUST0000657,47,Male,Medium,Master's,Married,493,526.46,No,Platinum,24,0.62,Dining,21.94,4325.23,358994.09,43696.18,1821.02,West Bengal
CUST0000658,54,Female,Low,Bachelor's,Single,448,1504.63,No,Standard,48,0.79,Online Shopping,31.35,2967.97,246341.51,124884.29,2602.05,Kolkata
CUST0000659,40,Female,Low,Bachelor's,Married,674,3929.3,No,Standard,6,0.21,Travel,654.88,1152.98,95697.34,326131.9,54355.04,West Bengal
CUST0000660,75,Female,Medium,Master's,Married,334,842.78,No,Gold,11,0.44,Electronics,76.62,4357.23,361650.09,69950.74,6359.46,Hyderabad
CUST0000661,27,Male,Low,Bachelor's,Single,668,3271.08,No,Standard,36,0.18,Dining,90.86,1765.44,146531.52,271499.64,7541.38,Mumbai
CUST0000662,71,Male,Medium,Master's,Married,328,4595.39,No,Gold,23,0.41,Travel,199.8,3630.51,301332.33,381417.37,16583.4,Lucknow
CUST0000663,22,Female,Low,Master's,Married,520,3431.2,No,Gold,16,0.11,Groceries,214.45,1032.81,85723.23,284789.6,17799.35,Hyderabad
CUST0000664,53,Male,Low,High School,Married,352,4074.01,No,Gold,13,0.82,Entertainment,313.39,1164.72,96671.76,338142.83,26011.37,West Bengal
CUST0000665,51,Male,Medium,High School,Single,652,633.96,No,Platinum,31,0.52,Education,20.45,3849.3,319491.9,52618.68,1697.35,Hyderabad
CUST0000666,69,Female,Medium,PhD,Married,691,1328.59,No,Standard,18,0.78,Electronics,73.81,4174.89,346515.87,110272.97,6126.23,Uttar Pradesh
CUST0000667,48,Male,Medium,Master's,Single,375,4483.24,No,Standard,6,0.15,Groceries,747.21,4886.8,405604.4,372108.92,62018.43,Jaipur
CUST0000668,27,Female,Low,High School,Single,793,3604.02,No,Gold,25,0.28,Healthcare,144.16,2372.99,196958.17,299133.66,11965.28,Hyderabad
CUST0000669,75,Female,Low,Master's,Married,821,3233.81,No,Standard,8,0.31,Dining,404.23,2134.05,177126.15,268406.23,33551.09,Punjab
CUST0000670,36,Female,Medium,Bachelor's,Married,416,3352.46,Yes,Standard,25,0.41,Utilities,134.1,6332.74,525617.42,278254.18,11130.3,Ahmedabad
CUST0000671,75,Male,Medium,Bachelor's,Married,579,2129.58,No,Standard,26,0.74,Travel,81.91,5192.8,431002.4,176755.14,6798.53,Hyderabad
CUST0000672,49,Female,Medium,Master's,Single,474,318.33,No,Standard,6,0.41,Healthcare,53.06,6427.18,533455.94,26421.39,4403.98,Jaipur
CUST0000673,18,Male,Medium,High School,Single,594,3943.76,Yes,Standard,21,0.26,Online Shopping,187.8,5058.59,419862.97,327332.08,15587.4,Gujarat
CUST0000674,73,Male,High,Master's,Married,750,3425.69,No,Standard,23,0.15,Dining,148.94,11878.91,985949.53,284332.27,12362.02,Chennai
CUST0000675,22,Female,Medium,High School,Single,817,2416.74,No,Gold,44,0.16,Entertainment,54.93,4019.71,333635.93,200589.42,4559.19,Jaipur
CUST0000676,62,Male,Medium,Bachelor's,Single,320,4508.82,No,Gold,28,0.71,Healthcare,161.03,5467.06,453765.98,374232.06,13365.49,Ahmedabad
CUST0000677,21,Male,Medium,High School,Single,372,1747.18,No,Gold,24,0.46,Other,72.8,5013.42,416113.86,145015.94,6042.4,Hyderabad
CUST0000678,33,Female,Medium,Bachelor's,Married,335,1542.18,No,Gold,42,0.68,Travel,36.72,6674.85,554012.55,128000.94,3047.76,Punjab
CUST0000679,41,Male,Medium,Bachelor's,Single,806,4376.7,No,Standard,16,0.65,Healthcare,273.54,4674.5,387983.5,363266.1,22703.82,Mumbai
CUST0000680,33,Male,Medium,High School,Married,532,4005.24,No,Standard,29,0.21,Entertainment,138.11,6419.44,532813.52,332434.92,11463.13,Punjab
CUST0000681,72,Female,Medium,Bachelor's,Single,796,2623.4,No,Standard,27,0.21,Electronics,97.16,5256.05,436252.15,217742.2,8064.28,West Bengal
CUST0000682,19,Female,Low,Bachelor's,Single,505,740.6,No,Platinum,38,0.7,Online Shopping,19.49,1367.42,113495.86,61469.8,1617.67,Chennai
CUST0000683,66,Female,Low,High School,Married,725,1153.85,Yes,Gold,36,0.68,Education,32.05,1457.85,121001.55,95769.55,2660.15,Punjab
CUST0000684,45,Male,Medium,Master's,Single,343,3315.52,No,Standard,28,0.4,Groceries,118.41,6987.63,579973.29,275188.16,9828.03,Lucknow
CUST0000685,49,Male,High,Bachelor's,Married,390,1986.7,No,Standard,46,0.16,Travel,43.19,8228.38,682955.54,164896.1,3584.77,Uttar Pradesh
CUST0000686,44,Male,Low,Bachelor's,Single,769,4198.72,No,Platinum,29,0.11,Utilities,144.78,1354.47,112421.01,348493.76,12016.74,Ahmedabad
CUST0000687,37,Male,High,Bachelor's,Married,766,4754.78,No,Gold,7,0.33,Other,679.25,7476.96,620587.68,394646.74,56377.75,Maharashtra
CUST0000688,41,Female,Medium,Bachelor's,Single,753,4047.62,No,Platinum,29,0.11,Healthcare,139.57,4237.11,351680.13,335952.46,11584.31,Bangalore
CUST0000689,29,Male,High,High School,Single,632,1949.97,Yes,Standard,32,0.28,Travel,60.94,9553.35,792928.05,161847.51,5058.02,Hyderabad
CUST0000690,67,Male,High,Bachelor's,Married,806,3964.56,No,Standard,16,0.44,Electronics,247.78,8416.63,698580.29,329058.48,20565.74,Telangana
CUST0000691,52,Female,Medium,Bachelor's,Divorced,769,1822.06,No,Gold,30,0.2,Online Shopping,60.74,5323.79,441874.57,151230.98,5041.42,Punjab
CUST0000692,77,Female,Low,Master's,Single,320,918.79,No,Gold,48,0.18,Entertainment,19.14,2992.8,248402.4,76259.57,1588.62,West Bengal
CUST0000693,50,Female,Low,Master's,Married,527,263.63,No,Gold,12,0.82,Education,21.97,1031.48,85612.84,21881.29,1823.51,Kolkata
CUST0000694,50,Male,Low,Bachelor's,Married,675,1990.01,No,Gold,9,0.57,Travel,221.11,2935.28,243628.24,165170.83,18352.13,Bangalore
CUST0000695,78,Male,Medium,High School,Married,429,4527.44,No,Gold,15,0.85,Utilities,301.83,4487.67,372476.61,375777.52,25051.89,Tamil Nadu
CUST0000696,68,Male,Low,High School,Married,713,1271.03,No,Gold,46,0.38,Groceries,27.63,2385.09,197962.47,105495.49,2293.29,Pune
CUST0000697,60,Male,Medium,High School,Single,370,1111.91,No,Standard,39,0.64,Groceries,28.51,3582.4,297339.2,92288.53,2366.33,Bangalore
CUST0000698,54,Female,Medium,High School,Divorced,703,4852.12,No,Standard,31,0.26,Education,156.52,5254.16,436095.28,402725.96,12991.16,Kolkata
CUST0000699,29,Female,High,Bachelor's,Single,696,222.52,No,Platinum,45,0.59,Other,4.94,14651.44,1216069.52,18469.16,410.02,West Bengal
CUST0000700,20,Female,Low,High School,Single,636,3950.33,No,Standard,48,0.2,Utilities,82.3,1722.21,142943.43,327877.39,6830.9,Tamil Nadu
CUST0000701,18,Female,Low,High School,Married,804,1674.71,No,Gold,42,0.1,Electronics,39.87,2435.09,202112.47,139000.93,3309.21,Karnataka
CUST0000702,50,Male,Low,High School,Married,575,283.69,No,Gold,23,0.85,Utilities,12.33,2199.27,182539.41,23546.27,1023.39,Uttar Pradesh
CUST0000703,57,Female,High,High School,Married,312,4597.23,Yes,Platinum,36,0.54,Electronics,127.7,10811.86,897384.38,381570.09,10599.1,Mumbai
CUST0000704,27,Male,Medium,High School,Married,302,784.25,Yes,Standard,32,0.84,Other,24.51,6970.12,578519.96,65092.75,2034.33,Karnataka
CUST0000705,60,Female,Low,High School,Married,523,2803.72,No,Standard,40,0.37,Electronics,70.09,2880.02,239041.66,232708.76,5817.47,Pune
CUST0000706,61,Female,Low,Bachelor's,Single,474,1442.87,No,Platinum,22,0.36,Online Shopping,65.58,2910.87,241602.21,119758.21,5443.14,Jaipur
CUST0000707,46,Male,Low,Bachelor's,Married,684,419.44,No,Platinum,14,0.42,Utilities,29.96,2762.65,229299.95,34813.52,2486.68,Karnataka
CUST0000708,30,Male,Low,High School,Single,540,344.62,No,Gold,36,0.66,Entertainment,9.57,1510.31,125355.73,28603.46,794.31,Tamil Nadu
CUST0000709,29,Other,High,Bachelor's,Married,846,666.23,No,Standard,22,0.55,Entertainment,30.28,12938.64,1073907.12,55297.09,2513.24,Rajasthan
CUST0000710,48,Male,Medium,Bachelor's,Divorced,313,449.7,No,Standard,16,0.84,Healthcare,28.11,3780.15,313752.45,37325.1,2333.13,Madhya Pradesh
CUST0000711,63,Male,Medium,High School,Single,494,3826.73,No,Gold,12,0.12,Utilities,318.89,5925.09,491782.47,317618.59,26467.87,Jaipur
CUST0000712,19,Male,High,High School,Married,696,2479.27,Yes,Platinum,37,0.67,Other,67.01,10309.49,855687.67,205779.41,5561.83,Mumbai
CUST0000713,78,Female,Low,Bachelor's,Single,730,1780.17,No,Platinum,42,0.36,Utilities,42.39,1733.02,143840.66,147754.11,3518.37,Maharashtra
CUST0000714,68,Female,Medium,Bachelor's,Single,605,2150.01,No,Standard,18,0.24,Groceries,119.44,5734.08,475928.64,178450.83,9913.52,Lucknow
CUST0000715,67,Female,High,High School,Divorced,633,4651.84,No,Standard,6,0.51,Online Shopping,775.31,11382.73,944766.59,386102.72,64350.73,Pune
CUST0000716,52,Male,Medium,High School,Single,709,4562.68,No,Standard,13,0.5,Groceries,350.98,5599.81,464784.23,378702.44,29131.34,Tamil Nadu
CUST0000717,40,Female,Medium,Master's,Married,302,3606.81,No,Platinum,48,0.21,Travel,75.14,6505.9,539989.7,299365.23,6236.62,Mumbai
CUST0000718,34,Male,Low,Bachelor's,Married,751,4434.94,No,Gold,9,0.26,Dining,492.77,1152.1,95624.3,368100.02,40899.91,Karnataka
CUST0000719,43,Female,Low,High School,Married,794,1666.28,No,Standard,38,0.43,Healthcare,43.85,2145.06,178039.98,138301.24,3639.55,Mumbai
CUST0000720,25,Female,Low,Master's,Married,716,1967.44,No,Standard,23,0.43,Education,85.54,2638.57,219001.31,163297.52,7099.82,West Bengal
CUST0000721,46,Male,Medium,Master's,Married,690,3107.19,No,Gold,11,0.35,Travel,282.47,5805.04,481818.32,257896.77,23445.01,Punjab
CUST0000722,43,Male,Medium,Bachelor's,Married,672,3155.77,No,Standard,43,0.22,Travel,73.39,6002.88,498239.04,261928.91,6091.37,Delhi
CUST0000723,27,Male,High,Bachelor's,Divorced,351,2460.33,No,Platinum,46,0.1,Utilities,53.49,7342.15,609398.45,204207.39,4439.67,Bangalore
CUST0000724,43,Male,Medium,High School,Married,675,2063.22,No,Gold,21,0.88,Travel,98.25,6174.69,512499.27,171247.26,8154.75,Hyderabad
CUST0000725,79,Male,High,High School,Married,694,4932.28,No,Standard,30,0.85,Dining,164.41,12277.32,1019017.56,409379.24,13646.03,Uttar Pradesh
CUST0000726,51,Female,High,Bachelor's,Single,441,4123.51,No,Standard,31,0.49,Travel,133.02,10091.53,837596.99,342251.33,11040.66,Maharashtra
CUST0000727,68,Female,Low,High School,Single,385,2231.4,No,Platinum,47,0.9,Utilities,47.48,2474.84,205411.72,185206.2,3940.84,Hyderabad
CUST0000728,58,Male,Medium,Bachelor's,Married,763,3663.73,No,Standard,32,0.64,Groceries,114.49,3524.15,292504.45,304089.59,9502.67,Maharashtra
CUST0000729,24,Male,Low,Master's,Divorced,345,1420.85,No,Standard,24,0.16,Travel,59.2,1091.96,90632.68,117930.55,4913.6,Pune
CUST0000730,21,Male,Medium,PhD,Married,537,590.83,No,Platinum,10,0.19,Education,59.08,6369.6,528676.8,49038.89,4903.64,Punjab
CUST0000731,75,Female,High,High School,Divorced,309,1826.91,No,Platinum,12,0.83,Online Shopping,152.24,14094.85,1169872.55,151633.53,12635.92,Bangalore
CUST0000732,70,Male,Low,Bachelor's,Married,829,2074.57,No,Platinum,36,0.6,Online Shopping,57.63,1541.75,127965.25,172189.31,4783.29,Chennai
CUST0000733,67,Female,Medium,Bachelor's,Married,477,181.03,No,Standard,23,0.77,Electronics,7.87,5717.88,474584.04,15025.49,653.21,Maharashtra
CUST0000734,62,Female,Medium,Master's,Married,305,4092.48,No,Standard,36,0.82,Healthcare,113.68,6931.43,575308.69,339675.84,9435.44,Maharashtra
